,textID,text,selected_text,sentiment
20392,8b73d55b3e, your not in school,your not in school,neutral
20393,56114801d1,i want candy!!!,i want candy!!,neutral
20397,5bcaf5aa9f, there's a 9 year waiting list to get an appointment.,there's a 9 year waiting list to get an appointment.,neutral
20399,7f69a1e5e6, OMG at that Almost in our 40's comment!!  Same Bday as Joe here...But I turn 40...OMG....lol,OMG at that Almost in our 40's comment!!  Same Bday as Joe here...But I turn 40...OMG....lol,neutral
20400,5e36bda7f8,We'll write a song that turns out the lights &lt;3,We'll write a song that turns out the lights,neutral
20403,188b9c7830," , finally, someone spreading the Hayley Love via Twitter. Welcome to the club, Taylor.",", finally, someone spreading the Hayley Love via Twitter. Welcome to the club, Taylor.",neutral
20408,11032992bd, oh.. tnx for following cass.,oh.. tnx for following cass.,neutral
20409,22d1806fa0,"I hate Fallout 3 it keeps making me jump, I'm also low on health, money, ammo and food  don't worry I'll get through it.","I hate Fallout 3 it keeps making me jump, I'm also low on health, money, ammo and food  don't worry I'll get through it.",neutral
20410,b768042646, I saw that!!!!,I saw that!!!!,neutral
20412,0c61206a16, not gonna ask what a boom boom is!  morning.,not gonna ask what a boom boom is!  morning.,neutral
20417,f0b0d89e03,add me on myspace?? www.myspace.com/pwnage_org  -&gt; pcFOpc,add me on myspace?? www.myspace.com/pwnage_org  -&gt; pcFOp,neutral
20422,ad6845975f,Listening to Someday We'll Know... It's raining!!!!,Listening to Someday We'll Know... It's raining!!!!,neutral
20424,3de5940981, ahahaha okay deal  now i only have to snuff hermione out,ahahaha okay deal  now i only have to snuff hermione out,neutral
20425,90937dd8e5,Looking forward to a session at the gym,Looking forward to a session at the gym,neutral
20426,b5e55fd593,Little girls and their shallowness annoy me. On the good side i didnt straighten my hair at all today and it looks some what decent,Little girls and their shallowness annoy me. On the good side i didnt straighten my hair at all today and it looks some what decent,neutral
20427,887e723811,Apparently today is Happy Star Wars day.  I'm suppose to say may the 4th be with you.,Apparently today is Happy Star Wars day.  I'm suppose to say may the 4th be with you.,neutral
20429,ee880e81a8, i will HAVE to agree w/ u,i will HAVE to agree w/ u,neutral
20430,7f20b3874a,Making a birthday song to a special person!!,Making a birthday song to a special person!!,neutral
20431,2ef0d7cc31, I work at a movie theatre in Toledo and I'd let you come see it for free. But it's not in 3D,I work at a movie theatre in Toledo and I'd let you come see it for free. But it's not in 3D,neutral
20436,8bd6e048bd,Its like I had a power nap.,Its like I had a power nap.,neutral
20444,df123e0ba0,At Halu for dinner... Second time this week!!,At Halu for dinner... Second time this week!!,neutral
20447,b192905ce6,Throwin' down in the kitchen like I do  making Rah's illi Chili and Shalonda's Bangin Cake,Throwin' down in the kitchen like I do  making Rah's illi Chili and Shalonda's Bangin Cake,neutral
20449,db535b7b3e,dreading work tomorrow wish I had one more day off,dreading work tomorrow wish I had one more day off,neutral
20451,7518c03119, any gear you don't use anymore and want to throw away?,any gear you don't use anymore and want to throw away?,neutral
20455,fdc279b3c0,14 days until Boyzone,14 days until Boyzone,neutral
20456,1b0977964d,"flying is falling, getting distracted and missing the ground","flying is falling, getting distracted and missing the ground",neutral
20459,e458e70097, I hear ya. You'll have to go back to work to rest.,I hear ya. You'll have to go back to work to rest.,neutral
20465,cdf0ff5923,Was about to head downtown...now there's a flash flood!  - Photo: http://bkite.com/07XFs,Was about to head downtown...now there's a flash flood!,neutral
20466,7fa4560206,Just sang &quot;Shine&quot; by Newsboys in the car with  Holla!,Just sang &quot;Shine&quot; by Newsboys in the car with,neutral
20475,f818349ab8,"Great day yesterday. Good win for Forest, some celebratory 'staying up' drinks, a trip to an unsuccesful bbq and ï¿½1.50 Stellas in Scream","Great day yesterday. Good win for Forest, some celebratory 'staying up' drinks, a trip to an unsuccesful bbq and ï¿½1.50 Stellas in Scream",neutral
20477,74310fddf6, busy wit work  how is your business going on?,busy wit work  how is your business going on?,neutral
20482,d8729c1fe3,you know what's today? no? it's the Star Wars day you ****!,you know what's today? no? it's the Star Wars day you ****!,neutral
20483,f9147427db, that David -- nice to know he feels so comfortable &quot;twitting&quot; or &quot;tweeting&quot; us.   I have a feeling he misses home.,nice to know he feels so comfortable &quot;twitting&quot; or &quot;tweeting&quot; us.   I have a fe,neutral
20489,e1a023ed94, not good you're not comin close to where i love on tour,not good you're not comin close to where i love on tour,neutral
20490,ead4a13db2,hold on to what you've got,hold on to what you've got,neutral
20492,4e491882da,wondering what misery looks like? look at the faces of all the cubs fans at miller park tonite. sorry chicago friends. tonights our night,wondering what misery looks like? look at the faces of all the cubs fans at miller park tonite. sorry chicago friends. tonights our night,neutral
20493,af67f7e705, u wack put a swimsuit on and regular pants at least,u wack put a swimsuit on and regular pants at least,neutral
20495,018df5ca07,Dropped my lei off at the cemetary.,Dropped my lei off at the cemetary.,neutral
20501,57502cf180,should be going nfg tonight,should be going nfg tonight,neutral
20502,b43a159bfe, Chabibi. It's a long running joke. I don't give a flying **** if anyone follows me at all!,Chabibi. It's a long running joke. I don't give a flying **** if anyone follows me at all!,neutral
20504,c7350d0f8e, uh oh u gonna fire somebody??,uh oh u gonna fire somebody?,neutral
20508,669ee0e843," I can't do that.  I take it at 11, or I work through it.  Those are my options here.","I can't do that.  I take it at 11, or I work through it.  Those are my options here",neutral
20510,6b7340ec5d,See that traffic northbound? That's my commute   http://twitpic.com/67x74,See that traffic northbound? That's my commute,neutral
20511,7d85365781,_sis He got those cars before he lost his job.  He used to make good money. Now he works at McDonalds because nobody will hire him.,_sis He got those cars before he lost his job.  He used to make good money. Now he works at McDonalds because nobody will hire him.,neutral
20512,807591c611, omg  when do they finish??,omg  when do they finish??,neutral
20517,86029ff813,"Yep, one of those nights again.","Yep, one of those nights again.",neutral
20518,4e7c24bcf5,craving coffee,craving coffee,neutral
20519,ad3c4edeaf, Trying to fix my background,Trying to fix my background,neutral
20520,c97639b3e4,"Zelda Fans!!! pand_i - Zelda: The minnish cap, and a want for more music taste: Zelda = epic  I&amp;#.. http://tinyurl.com/d7jvop","Zelda Fans!!! pand_i - Zelda: The minnish cap, and a want for more music taste: Zelda = epic  I&amp;#.. http://tinyurl.com/d7jv",neutral
20521,554715bc64,Got back from a week of jamming in the French city of Meyrueis. Feel hella replenished,Feel hella replenished,neutral
20522,5663ae8e09, story of my life,story of my life,neutral
20528,00ea396ca7,got to clean the bathroom today.,got to clean the bathroom today.,neutral
20529,70118544bf," oh nos, what happened","oh nos, what happened",neutral
20532,22a3156283,IDIOTat)tove_liden Th*nks for the follow Tove!  (ddoodm) #IDIOT,IDIOTat)tove_liden Th*nks for the follow Tove!  (ddoodm) #IDIOT,neutral
20533,f7ec0a95c3, I know  My bro asked if I shaked my fists and now own 6 cats. Will have to make up for last night this weekend when I'm in Philly.,I know  My bro asked if I shaked my fists and now own 6 cats. Will have to make up for last night this weekend when I'm in Philly.,neutral
20534,d05cc52d1a,It's cold and cloudy and I have a million loads of washing to do,It's cold and cloudy and I have a million loads of washing to do,neutral
20535,8263d62bf3,http://twitpic.com/4wgoi - At bus boys and poets ordering medici and white chocolate banana bread pudding !!,At bus boys and poets ordering medici and white chocolate banana bread pudding,neutral
20538,b9a4461c5c,"Chinese Lunch Buffet: $4.50 - Add a soda $1.25 - Noticing the Health Inspection score of 81 as I walk out with my bag, Priceless .....","Chinese Lunch Buffet: $4.50 - Add a soda $1.25 - Noticing the Health Inspection score of 81 as I walk out with my bag, Priceless .....",neutral
20539,4f38cb58e0,sitting in bed where I will be for the weekend.,sitting in bed where I will be for the weekend.,neutral
20542,200a6a20e1, I'm going to Cali in like two weeks! But it's nor cal,I'm going to Cali in like two weeks! But it's nor cal,neutral
20544,e7dd0a8ceb,"I hate mondays, but I love 's schedule. HELLO, DIGG REEL!","I hate mondays, but I love 's schedule. HELLO, DIGG REEL!",neutral
20545,c2b8836496,On the way to my aunty's,On the way to my aunty's,neutral
20547,525ab9017e,Morning all .. just into the office now,Morning all .. just into the office now,neutral
20548,62db452a0b,Traffic jams are rubbish. Anyone know what's going on on the A48 between Cowbridge and Cardiff? We're stuck both directions,Traffic jams are rubbish. Anyone know what's going on on the A48 between Cowbridge and Cardiff? We're stuck both directions,neutral
20549,24ad015348," i did dat 1 time &amp; my boss text me saying, &quot;tweet me n my office after dis tweeting is ova!&quot; i havent dun it since.","i did dat 1 time &amp; my boss text me saying, &quot;tweet me n my office after dis tweeting is ova!&quot; i havent",neutral
20550,c525dc5c36,I've gotten a cold every time I've flown somewhere 6+ hrs away in the past year.  Hope to be back in the pool/on the bike next week.,I've gotten a cold every time I've flown somewhere 6+ hrs away in the past year.  Hope to be back in the pool/on the bike next week.,neutral
20552,77eaf22060,Was going to Grandpa's place for lunch to celebrate his 88th.  Just found out it's changed to a Chinese buffet  Bringing Gas-x!,Was going to Grandpa's place for lunch to celebrate his 88th.  Just found out it's changed to a Chinese buffet  Bringing Gas-x!,neutral
20555,3a567ecc5d,Off to class. Be back in about 2 hours!,Off to class. Be back in about 2 hours!,neutral
20556,264cd5277f,"tired and didn't really have an exciting Saturday.  oh well, hope it's better tomorrow.","tired and didn't really have an exciting Saturday.  oh well, hope it's better tomorrow.",neutral
20557,9968118743," Oh, I don't really have much of an opinion on her either way. It's just a night to rip everything.","Oh, I don't really have much of an opinion on her either way. It's just a night to rip everything.",neutral
20558,ff07476941, Well....not the Spurs!!!,Well....not the Spurs!!!,neutral
20559,49d8592c3c, Kazim Kazim  i didn't know that name ))),Kazim Kazim  i didn't know that name ))),neutral
20564,e9910ba2e1,Got insurance forms for Polo. Feel a bit  Has to be done though.,Got insurance forms for Polo. Feel a bit  Has to be done though.,neutral
20566,c865a00b8a,Going home but will be back! After I get groceries and stuff,Going home but will be back! After I get groceries and stuff,neutral
20567,7787b99e9d,"Did 2dives w/ Oceans Deep Dive. 10m vis, no sun, no colours. Dynamite fishing has done it's toll on the reefs.","Did 2dives w/ Oceans Deep Dive. 10m vis, no sun, no colours. Dynamite fishing has done it's toll on the reefs.",neutral
20569,ae241979ab,Not in front of the tv  wats the score an inning??,Not in front of the tv  wats the score an inning??,neutral
20570,1bd7049882,Staying after school today,Staying after school today,neutral
20571,7651967ec9,"i want some grape soda, jack fowers' fault. also,  i wish i could see you play  are your uk gigs sold out? please reply!!!!!!!!","fault. also,  i wish i could see you play  are your uk gigs sold out? please reply!!!!!!!!",neutral
20573,d2a134423f," i cant go on fb. i found out im an alien one morning, and aliens aren't allowed on fb  but YAYY CONGRATSES!! i miss yew tew","i cant go on fb. i found out im an alien one morning, and aliens aren't allowed on fb  but YAYY CONGRATSES!! i miss yew tew",neutral
20574,0157208f9a, haha kk tell me when u remember,haha kk tell me when u remember,neutral
20575,7a544bc016," haha nice! I heard it's a sweet hotel. On another note, not a good game last night","haha nice! I heard it's a sweet hotel. On another note, not a good game last night",neutral
20581,c6d0c7676c, Namaskar &amp; Namaste r both the same. Marathi people say Namaskar! its a marathi word.... should i ? ...naaaah !,Namaskar &amp; Namaste r both the same. Marathi people say Namaskar! its a marathi word.... should i ? ...naaaah,neutral
20584,52b04547ba, I did the same thing in NOLA,I did the same thing in NOLA,neutral
20591,eacb4cf861,"worked out tonight, had to work off the Cheesecake I ate todAY. To all the pple who are on a diet.. DON'T QUIT! It's not worth it","worked out tonight, had to work off the Cheesecake I ate todAY. To all the pple who are on a diet.. DON'T QUIT! It's not worth it",neutral
20593,9845bab224,what is it with chocolates? i just can never say no,what is it with chocolates? i just can never say no,neutral
20600,d3f73a3487,Ok- I guess it's time to throw in the towel and head to work,Ok- I guess it's time to throw in the towel and head to work,neutral
20601,a5cb92d08b, Oceans 12,Oceans 12,neutral
20607,82171252c0,Last day of college today!,Last day of college today!,neutral
20609,07db36d898,One new follower,One new follower,neutral
20610,44e014008b, angels even though I'm probably not the third... ANGELS AND DEMONS,angels even though I'm probably not the third... ANGELS AND DEMONS,neutral
20611,422c0fdafe,so so tired..,so so tired..,neutral
20612,be0a927a80,_N - me too!! I don't want to ooze while speaking either!  (why do I have lame jokes about wiping social media off my shoe? lol),_N - me too!! I don't want to ooze while speaking either!  (why do I have lame jokes about wiping social media off my shoe? lol),neutral
20613,e683917909, lol were always friends  i havent got hers yet .. and im busy next weekend  dunno when im getting yours and hers,lol were always friends  i havent got hers yet .. and im busy next weekend  dunno when im getting yours and her,neutral
20619,32c20a8817,I'll guess I will see everyone after the weekend  Gunna be having major Tweet cravings the entire time!!...,I'll guess I will see everyone after the weekend  Gunna be having major Tweet cravings the entire time!!...,neutral
20622,f4799c7882," Not sure if this is good or bad news for you, but you are listed as staff: http://www.thesixthaxis.com/staff/","good or bad news for you,",neutral
20623,b250e64704,"Im going in now, it looks like the sun has gone","Im going in now, it looks like the sun has gone",neutral
20624,daac9b8406,You such a good friend &lt;3 I miss you so much,You such a good friend &lt;3 I miss you so much,neutral
20626,e2fd5809fe, whyyyy hellloooo! Thx 4 checkin up on me  how r things? http://myloc.me/G4p,whyyyy hellloooo! Thx 4 checkin up on me  how r things? http://myloc.me/G4p,neutral
20627,5f9fe2fbde, I work at the group home,I work at the group home,neutral
20628,feec452301,"**** culture is increasing in india,govt has to make new laws such as wat will be charges if a boy tease a boy nd wat if a boy rapes a boy","**** culture is increasing in india,govt has to make new laws such as wat will be charges if a boy tease a boy nd wat if a boy rapes a boy",neutral
20630,f031e5bf82,ugh i wish this school year would go faster so i can move on in life,ugh i wish this school year would go faster so i can move on in life,neutral
20632,ac87ee4101,"So much for having a fun day off at the Brewer game... at home, sick","So much for having a fun day off at the Brewer game... at home, sick",neutral
20638,a12591f04b,Off for a bit of a motorcycle trip today!,Off for a bit of a motorcycle trip today!,neutral
20643,6c8544613a,Morning peeps... If you need to get at me you know where I am... I'll be around  ? http://blip.fm/~5jtyh,Morning peeps... If you need to get at me you know where I am... I'll be around,neutral
20647,a54daa6193,"Someone just sent me a random phone pic of Asian cats (with the paws in the air like in sushi/Chinese restaurants), and I don't know who","Someone just sent me a random phone pic of Asian cats (with the paws in the air like in sushi/Chinese restaurants), and I don't know who",neutral
20648,e185cc07fa," I had recommended Harney &amp; Sons (http://www.harney.com/) from where I order much of my tea, I think.","I had recommended Harney &amp; Sons (http://www.harney.com/) from where I order much of my tea, I thi",neutral
20650,380a4cb55c,"  sounds like Sonics...which I never had  ...and for the record, I say spicy bred buffalo wings w/ blu cheese &amp; beer","sounds like Sonics...which I never had  ...and for the record, I say spicy bred buffalo wings w/ blu cheese &amp;",neutral
20654,aeb6fcc2bb,Have somebody installed vCenter Server 4 on Windows 2008 x64 w SP2?  SP2 is not in the compability matrix,Have somebody installed vCenter Server 4 on Windows 2008 x64 w SP2?  SP2 is not in the compability matrix,neutral
20656,27ec20d3bd,having a good day at work lots of sales but boss is under foot.   she's a nice person but i dont like the boss bugging me,having a good day at work lots of sales but boss is under foot.   she's a nice person but i dont like the boss bugging me,neutral
20657,fb647d7593, haha I fail  just remember sohcahtoa xD,haha I fail,neutral
20670,5d032ba2c6,"dont look at my toes... put shoes on, then painted big toe!","dont look at my toes... put shoes on, then painted big toe!",neutral
20671,cd0d522bb1,"His snoring is so annoying n it keeps me from sleeping (like right now, lol) but I honestly wud miss it if it eva left  I love him.","His snoring is so annoying n it keeps me from sleeping (like right now, lol) but I honestly wud miss it if it eva left  I love him.",neutral
20672,7c40b42c62, Got any tips for a mum of a 14 yr old with CFS who can't sleep at night. He falls asleep about 4a.m. till midday or so,Got any tips for a mum of a 14 yr old with CFS who can't sleep at night. He falls asleep about 4a.m. till midday or so,neutral
20673,9c761902b1, i wannabe in dubai,i wannabe in dubai,neutral
20674,79a3e68d74, what don't be sad?  Be glad. Your 21,what don't be sad?  Be glad. Your 21,neutral
20675,1426009f75,_Eclectic but then you leave,_Eclectic but then you leave,neutral
20676,a4388ba674,how i wish the result IS true...,how i wish the result IS true...,neutral
20678,64a62607f1, Ah  Not doing cbeebies epg by any chance are you hehe. need pinkyponk crash warnings ;-) Is your journey home long?,Ah  Not doing cbeebies epg by any chance are you hehe. need pinkyponk crash warnings ;-) Is your journey home long?,neutral
20679,a964805707,"Started the week with a wedding, now ending the week with a funeral","Started the week with a wedding, now ending the week with a funeral",neutral
20680,50e0c09bc1, yeah although probably not on BGT  bugger,yeah although probably not on BGT  bugger,neutral
20681,b75505e7a6,third date went well....moving on to fourth!!!!!!,third date went well....moving on to fourth!!!!!!,neutral
20687,01017a83e9,Boyfriend is out with friends tonight. Don't know what to do with my evening,Boyfriend is out with friends tonight. Don't know what to do with my evening,neutral
20689,14b0aba820,wow what a lovely day! Shame i have to clean my room,wow what a lovely day! Shame i have to clean my room,neutral
20690,c05493776f,Moodle Intro training this morning... ages since i've done that... and only 2 bookings,Moodle Intro training this morning... ages since i've done that... and only 2 bookings,neutral
20691,34dba2a2df,About to get my wisdom teeth pulled!,About to get my wisdom teeth pulled!,neutral
20692,e8c2e81ff2,I'm holding Audrey (mine and Erica's bean bag thing),I'm holding Audrey (mine and Erica's bean bag thing),neutral
20697,76f2272991,have no line bi-focals for over 3 yrs now. End up taking glasses off to read close up.,have no line bi-focals for over 3 yrs now. End up taking glasses off to read close up.,neutral
20701,d716550d6a, Call me when you have time and a good phone  I wanna catch up with you! I love you and miss you.,Call me when you have time and a good phone  I wanna catch up with you! I love you and miss you.,neutral
20702,5d847ecde0,HD full again...  http://plurk.com/p/x2eb3,HD full again...  http://plurk.com/p/x2eb3,neutral
20708,9db3cb33a2,_1 yeah we only went for 5 days  im trying to get back in november with my mom for super soak stars weekend,yeah we only went for 5 days  im trying to get back in november with my mom for super soak stars weekend,neutral
20710,6562892a62,_ife not to forget cinnamon!,_ife not to forget cinnamon!,neutral
20711,ee52a97126,  OOh but you soon get to meet the dung mice!!,OOh but you soon get to meet the dung mice!!,neutral
20713,5d51da4bac," Don't worry, you spelt 'NO' correctly! It just looks wrong","Don't worry, you spelt 'NO' correctly! It just looks wrong",neutral
20717,7b9eb2deb6,Here  dude we got here n a table readyyy fo us,Here  dude we got here n a table readyyy fo us,neutral
20719,07c2d32387, i.m with u on the internet surfing part lol but we.re drinking,i.m with u on the internet surfing part lol but we.re drinking,neutral
20721,94eed29f2a,Watchin Scooby Doo 2,Watchin Scooby Doo 2,neutral
20723,6b2dc78496,Thinking about all of the cleaning and organizing that needs to be done over the weekend!,Thinking about all of the cleaning and organizing that needs to be done over the weekend!,neutral
20724,c086d6e230,Watchin 'how to lose a man in 10 days' wiv mum  lol,Watchin 'how to lose a man in 10 days' wiv mum  lol,neutral
20728,35d06c1169,Probably because it wasnt a command...bet you dont understand pay out on fantasy football either  ..droids   Look out for ,Probably because it wasnt a command...bet you dont understand pay out on fantasy football either  ..droids   Look out for,neutral
20732,37e52d631f, yeah....but I finish go home get changed etc etc then im off again,yeah....but I finish go home get changed etc etc then im off again,neutral
20733,c504d1f526,_g my day just hasnt been the same without ur running conversation all day,_g my day just hasnt been the same without ur running conversation all day,neutral
20734,f79990e681, i wish i had a 12hr nap!!  lets talk rachel into getting one of these now.. lol,i wish i had a 12hr nap!!  lets talk rachel into getting one of these now.. lol,neutral
20736,6aac2938d8,_Exp not where i live.,_Exp not where i live.,neutral
20739,9a4f40c0b4," yes, yes it was","yes, yes it was",neutral
20740,a1ec115eb7,I gots a Pandora bracelet for my birthdaaaay,I gots a Pandora bracelet for my birthdaaaay,neutral
20741,7270b12184,"? today  and tomorrow at  taipei, anyone  free for drink?  http://plurk.com/p/rpgyy","today  and tomorrow at  taipei, anyone  free for drink",neutral
20743,f5d1b07ac1,I wanna talk to Mitchel Mussoooooo,I wanna talk to Mitchel Mussoooooo,neutral
20744,0a0e9b1035,does anyone know how to move google chrome passwords to firefox?,does anyone know how to move google chrome passwords to firefox?,neutral
20745,0caca06493,_Pearson,_Pearson,neutral
20748,a15c98b146,"yeah one burrito did not taste like the other, there was no avocado ranch sauce","yeah one burrito did not taste like the other, there was no avocado ranch sauce",neutral
20751,2060c50006,  god you guys...i'll call you guys...three way. to discuss.,god you guys...i'll call you guys...three way. to discuss.,neutral
20752,70321e5aac,"Yesterday a friend of mine was thrown off his horse as a lorry drove past us, ignoring us signaling for him to slow down","Yesterday a friend of mine was thrown off his horse as a lorry drove past us, ignoring us signaling for him to slow down",neutral
20754,abad0bb1d5,I was feeling guilty about buying a luxurious pair of shoes yesterday until my house mate just saw them and got over excited,I was feeling guilty about buying a luxurious pair of shoes yesterday until my house mate just saw them and got over excited,neutral
20755,6109fbeca5,"Watching Almost Famous with Andrew, Michael, and Yolanda","Watching Almost Famous with Andrew, Michael, and Yolanda",neutral
20756,a12912d037,"_oliver whats for breaky then, russtle something up for my hangover please our jamie lmao","whats for breaky then, russtle something up for my hangover please our jamie lmao",neutral
20759,d02b3284fd,*[ It's time for TSCC!  ],*[ It's time for TSCC!  ],neutral
20760,188d3cea0c,to cold for the beach  sucky.,to cold for the beach  sucky.,neutral
20768,bdf4f21532, awwww wat i was gonna buy myself something pretty  nvm,awwww wat i was gonna buy myself something pretty  nvm,neutral
20770,de84b70b91," But Iï¿½m for smaller companies rather than bigger ones. Itï¿½s not like I have worked at a big company to prove it, though","But Iï¿½m for smaller companies rather than bigger ones. Itï¿½s not like I have worked at a big company to prove it, though",neutral
20772,4cbb260f3f,I got a Coach purse,I got a Coach purse,neutral
20773,0f8a7b5515,"Back from the Gym, and sorting through my Inboxes","Back from the Gym, and sorting through my Inboxes",neutral
20775,466d541edb, I tried replying to your mono lake tweet but dunno what happened. Just said I know that lake very well.,I tried replying to your mono lake tweet but dunno what happened. Just said I know that lake very well.,neutral
20776,a1990b7b0f,rickbaker24 follow me please. i only have 6,rickbaker24 follow me please. i only have 6,neutral
20778,c0da406e23, samee well i aint a man i am a girl obv nd i am 14 lol   i aint no1 special or not famous or rich  wish to be tho ****,samee well i aint a man i am a girl obv nd i am 14 lol   i aint no1 special or not famous or rich  wish to be tho,neutral
20779,3aa7b273df, There is good cholesterol. There are no good tumors.,There is good cholesterol. There are no good tumors.,neutral
20780,933b250070,a pink balloon for mum on her day,a pink balloon for mum on her day,neutral
20783,c833328d7f, and you. okaaaay,and you. okaaaay,neutral
20784,7c7540691e,Hum -1 for Bill Bailey,Hum -1 for Bill Bailey,neutral
20785,79b2115dc0,"has gone through about 6 tea bags , call me obbsessed , i say thirsty","has gone through about 6 tea bags , call me obbsessed , i say thirsty",neutral
20789,dc03f0e6f9, Make her something. Buying something is too impersonal. She's your mom!,Make her something. Buying something is too impersonal. She's your mom!,neutral
20790,7ed16bb201,just woke up,just woke up,neutral
20792,68826c3eb3, if u can smell goodness all around you and energy of big city and pinch on butt feel real YES u are in Chicago,if u can smell goodness all around you and energy of big city and pinch on butt feel real YES u are in Chicago,neutral
20793,571e0828f8," yes, at an upgraded consumption rate, too","yes, at an upgraded consumption rate, too",neutral
20794,4d2bc66522,_ryan Just...it's quiet a bit of it tbh xD,_ryan Just...it's quiet a bit of it tbh xD,neutral
20797,8f2022b87f,On my way to dazzle bar!!,On my way to dazzle bar!!,neutral
20799,2c1da22010, My wand? It's a black hawthorn wand with a core of kraken heartstrings.  You?,My wand? It's a black hawthorn wand with a core of kraken heartstrings.  You?,neutral
20802,4d4c12fca4,http://bit.ly/qiPUU  Jon 4 Lakers Video Blackberry,http://bit.ly/qiPUU  Jon 4 Lakers Video Blackberry,neutral
20810,32610d3676,goin to work,goin to work,neutral
20811,151d27a5ea, And the first thing you did was get your twit on....,And the first thing you did was get your twit on....,neutral
20816,e03cdbdd84,time for mimi's,time for mimi's,neutral
20820,7b07573767,who said i can't wear my converse with my dress?,who said i can't wear my converse with my dress?,neutral
20823,be50e38598,Cloudy today,Cloudy today,neutral
20828,1e52d99b82, You just noticed this about girls?  Welcome to adulthood!,You just noticed this about girls?  Welcome to adulthood!,neutral
20832,1956b9297b,  ya i can never watch any of them :l,ya i can never watch any of them :l,neutral
20833,cdd345b173,he keeps makingfun of my typos!,he keeps makingfun of my typos!,neutral
20834,beb3f7699e, are you daft  your now going to recieve a million friend invites on xbox now and one of them shall be me,are you daft  your now going to recieve a million friend invites on xbox now and one of them shall be me,neutral
20837,58746ef932,Mcfly evolution for the 4th time round,Mcfly evolution for the 4th time round,neutral
20838,57ed2efb41,On route home! Parents 35th wedding anniversary 2day.. Gona take em 4 dinner  let's c if I find a woman I can be 2getha with 4 that long,On route home! Parents 35th wedding anniversary 2day.. Gona take em 4 dinner  let's c if I find a woman I can be 2getha with 4 that long,neutral
20839,a1d9a17664,Went to the vending maching to get Bugles. No Bugles  Perhaps it is a sign that I don't need the snack anyway.,Went to the vending maching to get Bugles. No Bugles  Perhaps it is a sign that I don't need the snack anyway.,neutral
20842,8e0f42610a,surfing twitter!,surfing twitter!,neutral
20843,698124aa32,in 1st period. i hate this class. can't wait until i'm home!!!!!!!!!  i'll b the happiest person in the world wen i'm home!!!,in 1st period. i hate this class. can't wait until i'm home!!!!!!!!!  i'll b the happiest person in the world wen i'm home!!!,neutral
20845,a68317e582,Watching cartoons.....,Watching cartoons.....,neutral
20847,a544aca4f7,  what's that? The sun? No sign here,what's that? The sun? No sign here,neutral
20849,32f71e09e0, he didn't know there was going to be a test,he didn't know there was going to be a test,neutral
20850,e0635b5bbe,oh yea mspacers my boy just hooked up my page  it looks kewl at least i think so and it only took him 5 minutes www.myspace.com/missmickey,oh yea mspacers my boy just hooked up my page  it looks kewl at least i think so and it only took him 5 minutes www.myspace.com/missmickey,neutral
20851,47ae2313ac, Go for it!!,Go for it!!,neutral
20856,2632d2c401,Hey  &quot;keep clear&quot;   (robluketic live &gt; http://ustre.am/2w5v),Hey  &quot;keep cl,neutral
20860,e70d294d95,@_Ra_Ra_ your not alone...i need coffee too.,your not alone...i need coffee too.,neutral
20863,6f0f3669ee,Special chocr makin rounds @ Gourds show,Special chocr makin rounds @ Gourds show,neutral
20865,86e0c5b6c7,"here it's 3:34  a.m. and i'm at home, after a night in a pub","here it's 3:34  a.m. and i'm at home, after a night in a pub",neutral
20871,0948a8ea57, // your FACE is stupid.   thanks... i miss you too. HA!,// your FACE is stupid.   thanks... i miss you too. HA,neutral
20877,da1b5e86ac,new photo   im hungry...getting off the computer now!,new photo   im hungry...getting off the computer now!,neutral
20883,379e89dbe2,just got my first lesson in when rain meets my white  shirt   if one more man tells me they like my bra on more time! smh,just got my first lesson in when rain meets my white  shirt   if one more man tells me they like my bra on more time! smh,neutral
20884,0734ee56fb,Waaah! Masseuse is fully booked. No shoulder rub today.,Waaah! Masseuse is fully booked. No shoulder rub today.,neutral
20885,e7afa9e007," actually, in Sweden the IKEA's do have rooms to stay the night. Not here though, I'll have to stay across the street.","actually, in Sweden the IKEA's do have rooms to stay the night. Not here though, I'll have to stay across the street.",neutral
20886,5725f209c9," yeah, right. What if our politicians start using uploading their pics, lots of inside stories will be out","yeah, right. What if our politicians start using uploading their pics, lots of inside stories will be out",neutral
20887,a6204153cb,"_gal of course! *cough* I mean, no, 1.5 hours extra testing and debugging time","_gal of course! *cough* I mean, no, 1.5 hours extra testing and debugging time",neutral
20890,4b76956eca, where you ladies off to?,where you ladies off to?,neutral
20891,792a73ba55, public bathrooms,public bathrooms,neutral
20892,5bbd51db91, i'm in AD for another week- visa work,i'm in AD for another week- visa work,neutral
20893,78ded86e34,"shall bring his own glass to work from tonight, no more 'half half' hor!!","shall bring his own glass to work from tonight, no more 'half half' hor!!",neutral
20895,a455f54174, yup. That's the thing. I think 3 is kinda acceptable and reasonable for proper lighting and fill in.  U can run away with 2 tho,yup. That's the thing. I think 3 is kinda acceptable and reasonable for proper lighting and fill in.  U can run away with 2 tho,neutral
20898,2e25b2c4cf,Jay Leno has one more show left as the host of The Tonight Show,Jay Leno has one more show left as the host of The Tonight Show,neutral
20899,1755ac6065," Hey welcome to VA, LOL.  It's muggy up here by DC too.  Worst part of summer I'd say","Hey welcome to VA, LOL.  It's muggy up here by DC too.  Worst part of summer I'd say",neutral
